age,job_type,risk_preference,current_asset,monthly_income,monthly_expense,monthly_cashflow,goal_amount,goal_months,expected_return,future_asset,shortage_amount,achievable
25,professional,medium,26704513,5044161,2669931,2374230,1310000,43,0.0549,145038470,0,1
36,employee,medium,14917748,4069671,2627872,1441799,1573000,71,0.0497,138731048,0,1
20,student,medium,5174404,0,1295517,-1295517,10000,80,0.0367,0,10000,0
20,student,medium,0,0,0,0,10000,44,0.0373,0,10000,0
29,employee,low,20036043,3387477,2111854,1275623,898000,10,0.0174,33168256,0,1
31,self_employed,medium,54183762,5545629,3503362,2042267,1396000,62,0.0502,214405673,0,1
40,employee,high,18888225,2331726,1576356,755370,10000,34,0.0841,52837589,0,1
35,freelancer,medium,26536384,364970,255766,109204,10000,24,0.0549,32372172,0,1
32,freelancer,high,18633645,2392868,1052381,1340487,10000,59,0.0865,126600452,0,1
20,student,low,3878356,0,1093421,-1093421,2305000,47,0.0146,0,2305000,0
47,self_employed,medium,2773781,4431120,3447022,984098,2103000,80,0.0374,92812566,0,1
24,student,low,0,43824,33865,9959,2491000,67,0.0297,724793,1766207,0
24,student,medium,19998,0,27660,-27660,106000,45,0.0409,0,106000,0
23,student,high,0,0,0,0,10000,69,0.0958,0,10000,0
20,student,medium,8094452,0,2607453,-2607453,10000,68,0.0584,0,10000,0
19,student,low,4629625,1303504,674432,629072,10000,61,0.0129,44580724,0,1
22,student,medium,3743148,17969,14178,3791,471000,28,0.0575,4392539,0,1
25,student,medium,4025252,0,1848791,-1848791,1020000,8,0.0365,0,1020000,0
34,employee,medium,16133009,2033942,1297373,736569,104000,73,0.0363,80180249,0,1
22,student,medium,0,1104534,634165,470369,921000,52,0.056,27609758,0,1
26,freelancer,low,20285003,3182536,2819725,362811,511000,22,0.0279,29528060,0,1
21,student,high,4079456,1231065,792252,438813,1266000,46,0.0776,28908893,0,1
27,professional,medium,28088086,5763279,4888034,875245,1387000,36,0.0432,65544605,0,1
34,employee,medium,20656142,4434148,2138938,2295210,1300000,49,0.0391,145951991,0,1
29,self_employed,medium,46662455,6713864,5326571,1387293,10000,73,0.0427,175884829,0,1
19,student,low,2226808,0,376575,-376575,1340000,39,0.0149,0,1340000,0
21,student,low,3603824,0,529989,-529989,1752000,40,0.0192,0,1752000,0
41,employee,high,5916819,3578501,2414542,1163959,10000,109,0.0917,210482588,0,1
25,student,high,0,0,0,0,10000,86,0.0646,0,10000,0
39,professional,medium,34185921,5160637,3321597,1839040,10000,113,0.0347,292744201,0,1
22,student,high,3295308,2096014,1811203,284811,2338000,64,0.0621,26129043,0,1
37,freelancer,medium,0,0,0,0,10000,38,0.0381,0,10000,0
33,employee,medium,22652808,1878673,1302348,576325,1215000,34,0.0417,46249914,0,1
37,employee,low,22184593,3824839,2526975,1297864,700000,19,0.0196,47908556,0,1
24,professional,low,31388051,3115581,2042784,1072797,1024000,1,0.0149,32499821,0,1
49,self_employed,medium,35872884,2926088,1675547,1250541,10000,59,0.0358,123308435,0,1
24,self_employed,low,0,0,0,0,1063000,46,0.0148,0,1063000,0
33,employee,low,14415953,1998545,1324441,674104,10000,45,0.0269,47824144,0,1
23,student,medium,1601393,2109777,990247,1119530,633000,45,0.0438,56530966,0,1
22,student,high,5786693,1162835,883493,279342,10000,6,0.0736,7704898,0,1
28,professional,high,16671646,4667460,3072573,1594887,131000,75,0.0771,180014485,0,1
24,self_employed,high,14204373,5546309,3741463,1804846,1216000,40,0.076,100153982,0,1
27,self_employed,medium,18379469,0,4707063,-4707063,1225000,50,0.0503,0,1225000,0
24,student,medium,3665463,0,689510,-689510,470000,45,0.0596,0,470000,0
23,student,medium,190355,1521992,483869,1038123,1998000,73,0.041,86149468,0,1
25,student,low,4967987,0,1219924,-1219924,857000,64,0.012,0,857000,0
21,student,low,0,1772629,1293949,478680,1422000,64,0.0224,32508405,0,1
40,employee,high,58227697,3530762,2147870,1382892,10000,47,0.0972,163791156,0,1
34,self_employed,high,43178290,4849050,2459446,2389604,10000,43,0.0982,183858988,0,1
31,employee,high,4236458,3756581,2238620,1517961,672000,66,0.0921,136829789,0,1
43,professional,low,20733242,4090423,1945835,2144588,1000000,10,0.0153,42568458,0,1
24,professional,medium,24263284,5277893,3945536,1332357,2231000,12,0.0435,41650970,0,1
27,student,medium,582647,0,308611,-308611,1004000,17,0.0491,0,1004000,0
35,freelancer,medium,25209651,0,3652542,-3652542,1878000,62,0.0488,0,1878000,0
39,employee,medium,18607676,3453077,1987118,1465959,1811000,31,0.052,69803016,0,1
29,employee,low,23692976,4489477,2216827,2272650,1700000,63,0.0122,173043475,0,1
38,employee,medium,41263801,2588650,1947978,640672,1264000,28,0.0418,64291913,0,1
26,employee,low,28720136,1887165,1173187,713978,360000,82,0.0109,91693026,0,1
24,student,medium,5747760,1049122,677829,371293,1011000,30,0.041,18075680,0,1
24,student,low,2733525,0,1640115,-1640115,435000,47,0.0242,0,435000,0
25,professional,low,34535922,6549428,3506124,3043304,10000,35,0.018,145673213,0,1
22,student,low,3854213,0,235932,-235932,10000,42,0.0214,0,10000,0
22,student,low,8405898,0,2398460,-2398460,476000,23,0.0172,0,476000,0
21,student,low,1536939,672928,686445,-13517,2022000,17,0.0163,1340515,681485,0
24,student,low,4731689,2238104,1195774,1042330,1310000,34,0.0267,41874800,0,1
25,student,medium,0,1256965,1252731,4234,491000,79,0.0329,372904,118096,0
23,student,low,5428852,0,1081518,-1081518,189000,66,0.0101,0,189000,0
36,employee,medium,16439308,3938320,2540534,1397786,2345000,76,0.0441,144017843,0,1
22,employee,low,34880287,4055061,2967576,1087485,1359000,59,0.0199,105809227,0,1
31,self_employed,high,41464184,2085546,1391187,694359,10000,73,0.0616,121559473,0,1
23,student,low,4865673,1749819,1134809,615010,2823000,94,0.0104,65482352,0,1
38,freelancer,medium,725243,0,108040,-108040,113000,67,0.0598,0,113000,0
32,employee,low,4800951,2487480,1741200,746280,10000,6,0.0141,9325751,0,1
23,student,low,0,0,0,0,1796000,50,0.0175,0,1796000,0
26,self_employed,low,60101749,934965,703409,231556,10000,72,0.019,84997817,0,1
30,professional,low,20748594,0,12449156,-12449156,2396000,38,0.0235,0,2396000,0
22,employee,medium,27343457,4676165,2546953,2129212,10000,47,0.0481,142878388,0,1
22,student,low,6996905,0,0,0,1063000,37,0.027,7603620,0,1
23,student,low,3297846,0,1965351,-1965351,1234000,96,0.0139,0,1234000,0
27,freelancer,high,5603415,0,995730,-995730,182000,55,0.0745,0,182000,0
29,employee,medium,11871982,4637487,3299288,1338199,210000,54,0.0321,91345397,0,1
21,student,low,3670582,0,1326791,-1326791,1009000,34,0.0185,0,1009000,0
37,freelancer,medium,0,5003061,3837690,1165371,603000,39,0.0373,48239482,0,1
26,student,low,2176145,0,690049,-690049,10000,90,0.0216,0,10000,0
43,professional,medium,22756882,5265901,3323601,1942300,1755000,50,0.0345,130550693,0,1
21,student,low,0,1271547,710041,561506,745000,35,0.0107,19953555,0,1
31,employee,medium,0,4435126,3354532,1080594,10000,51,0.0365,59516989,0,1
32,freelancer,medium,13423582,3513424,2039454,1473970,918000,72,0.0396,136589982,0,1
21,student,low,4818332,0,1506202,-1506202,367000,37,0.0147,0,367000,0
31,self_employed,low,23032448,4193701,4813742,-620041,424000,62,0.0129,0,424000,0
21,student,medium,0,657494,407579,249915,18000,43,0.0455,11648096,0,1
32,professional,low,23483006,5826936,4002935,1824001,10000,42,0.0247,105532279,0,1
25,student,medium,2412330,1439607,1398816,40791,2037000,71,0.0361,6209115,0,1
39,self_employed,medium,0,0,0,0,739000,28,0.046,0,739000,0
48,self_employed,medium,0,2051093,1180426,870667,10000,19,0.0323,16949598,0,1
41,self_employed,low,31355970,0,18813582,-18813582,10000,50,0.0248,0,10000,0
21,student,high,0,782582,658744,123838,851000,46,0.0993,6898193,0,1
28,self_employed,low,44276131,3411701,2992090,419611,10000,47,0.0208,68559565,0,1
29,employee,medium,27268875,3853113,2172789,1680324,10000,52,0.0409,127967758,0,1
41,freelancer,medium,5185028,1929751,750481,1179270,603000,48,0.0446,68038492,0,1
35,freelancer,medium,7490210,1818029,1805339,12690,51000,97,0.0566,13379182,0,1
23,student,low,37334,0,49778,-49778,10000,70,0.0259,0,10000,0
29,employee,medium,0,3529558,2007706,1521852,1031000,20,0.059,31901533,0,1
41,freelancer,medium,31253196,3499645,1326138,2173507,1738000,60,0.0311,177403362,0,1
44,employee,low,32844293,3075088,1537974,1537114,1030000,14,0.0156,55149522,0,1
37,professional,medium,0,6681992,3481858,3200134,606000,62,0.0591,231373384,0,1
22,student,low,0,0,0,0,223000,57,0.0176,0,223000,0
44,employee,low,20045628,3646539,2615943,1030596,1635000,5,0.0179,25363958,0,1
32,employee,low,4150637,3861196,2443074,1418122,1780000,48,0.0223,75666541,0,1
39,self_employed,low,24344491,7691327,4027024,3664303,10000,107,0.018,453532481,0,1
22,student,low,1316649,0,157827,-157827,2366000,37,0.0252,0,2366000,0
32,employee,medium,24254665,4812946,2577915,2235031,10000,91,0.0354,264623057,0,1
42,self_employed,low,0,1564099,1302538,261561,1849000,28,0.0282,7560855,0,1
28,freelancer,medium,0,0,0,0,787000,44,0.0487,0,787000,0
36,employee,medium,29525527,0,9000235,-9000235,58000,45,0.0316,0,58000,0
19,student,low,1366928,0,209202,-209202,446000,51,0.0167,0,446000,0
38,employee,medium,15806550,3322016,2639025,682991,10000,68,0.0475,73852386,0,1
23,student,medium,0,2468722,1404214,1064508,10000,32,0.0417,35964439,0,1
52,employee,low,0,3563918,2386616,1177302,10000,57,0.0224,70736749,0,1
42,self_employed,high,12610263,7441965,4781912,2660053,970000,89,0.0953,367766153,0,1
30,self_employed,low,22628992,0,9035242,-9035242,808000,58,0.0203,0,808000,0
32,employee,high,18736122,3193322,2095469,1097853,145000,66,0.0857,122122114,0,1
37,freelancer,low,20583442,1492258,715339,776919,1451000,53,0.0143,64403299,0,1
24,student,medium,5483977,1429062,1073520,355542,10000,24,0.0317,14639757,0,1
24,employee,high,22035395,3485600,2547318,938282,10000,45,0.0926,81394340,0,1
50,professional,high,17624521,6150138,3458983,2691155,2326000,43,0.0811,157313480,0,1
46,professional,low,43807868,5827215,3138097,2689118,1094000,35,0.0201,143299821,0,1
19,student,high,7624855,0,2298585,-2298585,1896000,50,0.0699,0,1896000,0
32,freelancer,medium,0,4116002,3935210,180792,1382000,44,0.0495,8702867,0,1
28,professional,medium,14334973,0,6132477,-6132477,546000,33,0.0525,0,546000,0
28,freelancer,low,3080522,0,272419,-272419,1060000,99,0.0173,0,1060000,0
24,student,low,3491007,2290919,1423319,867600,1179000,65,0.014,62317776,0,1
37,self_employed,high,70266554,3698314,2932508,765806,10000,2,0.0969,72943737,0,1
28,employee,low,20921438,2686135,1783587,902548,897000,47,0.0117,65287062,0,1
32,freelancer,high,13909245,0,8334965,-8334965,10000,1,0.0715,5657156,0,1
20,student,medium,3959915,0,0,0,10000,30,0.054,4530896,0,1
24,student,medium,0,1627072,1699628,-72556,10000,54,0.0405,0,10000,0
24,student,low,0,0,0,0,10000,43,0.0282,0,10000,0
36,freelancer,medium,34288977,0,5250322,-5250322,10000,17,0.0363,0,10000,0
38,freelancer,medium,27949767,2572421,1433092,1139329,1531000,19,0.0524,52881505,0,1
31,self_employed,high,2984461,0,1790676,-1790676,10000,50,0.0891,0,10000,0
28,employee,low,534152,3961946,1910510,2051436,10000,55,0.0251,120042206,0,1
33,employee,medium,35652619,2486190,1427162,1059028,17000,35,0.0458,80312677,0,1
22,employee,low,18961602,3140192,2324386,815806,525000,51,0.0132,62826238,0,1
38,employee,high,15302057,1655224,1101007,554217,334000,60,0.0989,67832055,0,1
34,freelancer,medium,0,0,0,0,10000,68,0.0351,0,10000,0
32,employee,low,17148706,2116065,1327421,788644,703000,30,0.0272,42807596,0,1
20,student,low,3378934,0,792075,-792075,10000,51,0.0168,0,10000,0
38,professional,high,51383325,5221156,3484348,1736808,64000,12,0.074,76880653,0,1
24,self_employed,high,44317754,0,20000000,-20000000,940000,14,0.0959,0,940000,0
21,student,low,0,0,0,0,127000,1,0.0251,0,127000,0
33,employee,low,0,2882779,1515784,1366995,780000,75,0.0232,110215918,0,1
36,employee,low,33119831,2881820,1663186,1218634,508000,1,0.0103,34366893,0,1
45,self_employed,high,7076718,5362962,3818081,1544881,10000,44,0.086,89270516,0,1
22,student,medium,4047026,1427110,962732,464378,280000,59,0.0449,35638792,0,1
22,student,medium,0,0,0,0,10000,40,0.0328,0,10000,0
38,employee,low,5721776,4235665,2516541,1719124,1434000,46,0.0223,88710086,0,1
37,freelancer,medium,3770,0,29890,-29890,590000,35,0.0574,0,590000,0
31,employee,medium,0,3884569,2448864,1435705,10000,73,0.0437,119810224,0,1
22,freelancer,medium,6963253,0,629666,-629666,1056000,92,0.0312,0,1056000,0
22,student,low,1343935,0,367781,-367781,1497000,73,0.016,0,1497000,0
39,self_employed,medium,2173670,0,1108565,-1108565,10000,55,0.0437,0,10000,0
21,student,medium,1397294,52450,41977,10473,10000,35,0.0509,2014677,0,1
36,employee,low,32975174,2988737,1760013,1228724,2152000,45,0.0211,93174254,0,1
25,self_employed,medium,1500264,2869048,1632995,1236053,1386000,51,0.037,69907292,0,1
47,self_employed,high,19669916,0,6622513,-6622513,10000,45,0.0873,0,10000,0
37,employee,low,24016114,2616865,1488879,1127986,10000,1,0.0215,25187129,0,1
25,student,medium,0,947615,874318,73297,10000,46,0.038,3623440,0,1
38,professional,low,0,6237741,2652276,3585465,218000,38,0.0235,141301823,0,1
21,student,medium,5161506,727592,497381,230211,170000,56,0.0545,21294343,0,1
21,student,low,0,0,0,0,917000,29,0.0136,0,917000,0
30,employee,low,11886527,3040958,2098827,942131,10000,27,0.022,38542313,0,1
40,self_employed,medium,0,0,0,0,751000,34,0.0416,0,751000,0
43,self_employed,high,0,0,0,0,1954000,32,0.0808,0,1954000,0
24,student,medium,2484872,95502,73252,22250,1080000,40,0.0544,3951070,0,1
21,student,medium,0,43558,20006,23552,1750000,82,0.0414,2227722,0,1
23,student,low,1197083,0,542544,-542544,1085000,89,0.0126,0,1085000,0
26,student,low,0,0,0,0,745000,8,0.0226,0,745000,0
40,employee,high,0,2087135,1442325,644810,1584000,1,0.0886,644810,939190,0
22,student,medium,0,0,0,0,1886000,43,0.0339,0,1886000,0
41,professional,medium,17524909,6615764,4701897,1913867,1895000,63,0.0433,157095181,0,1
26,freelancer,high,0,3718962,2532599,1186363,10000,16,0.0816,19981291,0,1
34,freelancer,medium,15087556,806517,614805,191712,796000,36,0.0345,23990764,0,1
26,student,medium,0,512328,327534,184794,1156000,70,0.0334,14259876,0,1
23,student,low,4188825,0,0,0,467000,34,0.0105,4315259,0,1
35,employee,high,12200076,1381508,1159939,221569,10000,66,0.0723,36028787,0,1
27,student,medium,8147505,918046,684728,233318,2606000,120,0.0403,46593368,0,1
24,student,low,5329713,0,1548312,-1548312,103000,84,0.0283,0,103000,0
33,freelancer,low,13368671,0,739126,-739126,10000,43,0.0263,0,10000,0
21,student,low,0,0,0,0,26000,90,0.0191,0,26000,0
23,student,low,2526153,0,1143977,-1143977,10000,63,0.0249,0,10000,0
19,student,medium,0,0,0,0,976000,58,0.0335,0,976000,0
40,professional,medium,40410173,5577687,2664606,2913081,661000,75,0.0488,309648381,0,1
44,self_employed,low,0,1599913,1429382,170531,707000,46,0.0242,8211127,0,1
47,self_employed,medium,33730054,0,16191455,-16191455,10000,45,0.0322,0,10000,0
26,employee,medium,7993108,4464392,3051456,1412936,1831000,90,0.0334,154547159,0,1
44,freelancer,high,20508521,0,6799047,-6799047,10000,69,0.0838,0,10000,0
24,self_employed,low,13322006,5197247,2599381,2597866,10000,7,0.0108,31640397,0,1
19,student,low,0,0,0,0,1088000,86,0.0211,0,1088000,0
21,student,medium,0,0,0,0,244000,19,0.0362,0,244000,0
28,freelancer,high,15978262,913944,489671,424273,461000,83,0.0916,78936024,0,1
22,student,medium,0,0,0,0,10000,74,0.053,0,10000,0
25,freelancer,medium,24764903,1548567,1179687,368880,10000,19,0.0519,34169487,0,1
25,student,medium,245080,0,115604,-115604,746000,66,0.0303,0,746000,0
55,self_employed,low,7780051,0,252127,-252127,10000,32,0.023,0,10000,0
36,professional,medium,42809597,5290480,4344757,945723,10000,34,0.0523,84209521,0,1
37,freelancer,medium,16049364,2104663,1027096,1077567,1508000,48,0.0484,76413265,0,1
35,freelancer,high,14342521,1088698,730760,357938,281000,25,0.0876,26980712,0,1
27,student,medium,1546220,0,270944,-270944,2119000,51,0.0311,0,2119000,0
23,student,medium,0,0,0,0,1100000,32,0.0596,0,1100000,0
32,employee,high,21932153,3520861,1954832,1566029,577000,31,0.0966,83012627,0,1
31,employee,low,18875577,4717998,2291075,2426923,88000,21,0.0293,72096668,0,1
28,employee,low,23019838,4645054,3898596,746458,10000,47,0.0263,62426225,0,1
31,freelancer,low,12369365,0,5112440,-5112440,295000,5,0.0164,0,295000,0
38,self_employed,low,17046922,1209943,690345,519598,10000,47,0.0175,43513849,0,1
35,self_employed,high,44216185,5076001,3163901,1912100,10000,62,0.0733,208095576,0,1
26,student,low,943380,611421,439465,171956,1574000,83,0.0192,16327634,0,1
21,student,low,7503390,1003788,815902,187886,605000,70,0.0243,22759328,0,1
35,freelancer,high,13600249,0,3371884,-3371884,1350000,51,0.0872,0,1350000,0
25,student,low,8653204,785127,312745,472382,1324000,59,0.0272,39673904,0,1
39,professional,medium,0,3330387,2615554,714833,1655000,72,0.0581,61402906,0,1
40,freelancer,medium,8369194,0,2325562,-2325562,204000,118,0.0403,0,204000,0
51,self_employed,medium,17816469,0,7467403,-7467403,10000,59,0.0531,0,10000,0
34,employee,low,29180749,3476258,1898447,1577811,740000,1,0.0103,30783607,0,1
51,self_employed,high,33390925,3739081,3208365,530716,1558000,34,0.0631,59610311,0,1
23,student,high,5252204,0,1232959,-1232959,2003000,40,0.0857,0,2003000,0
43,employee,low,23436840,2515629,1547486,968143,1126000,13,0.025,36823973,0,1
41,professional,low,16920703,4227635,2297161,1930474,975000,47,0.0273,114473921,0,1
22,student,medium,0,0,0,0,10000,33,0.0473,0,10000,0
47,freelancer,high,17519182,3371520,2027146,1344374,367000,60,0.0712,121531390,0,1
46,freelancer,medium,17961657,0,0,0,10000,65,0.0394,22226969,0,1
40,self_employed,low,0,0,0,0,10000,42,0.0152,0,10000,0
21,student,medium,0,0,0,0,1805000,22,0.0301,0,1805000,0
21,student,high,0,144458,121374,23084,1102000,2,0.0626,46288,1055712,0
21,student,high,105150,917771,745947,171824,10000,78,0.0802,17692484,0,1
24,student,low,0,0,0,0,235000,107,0.0164,0,235000,0
33,self_employed,medium,24729734,4535900,2993053,1542847,10000,19,0.0369,56354932,0,1
22,student,low,4748071,0,0,0,10000,43,0.0185,5073237,0,1
48,self_employed,low,0,0,0,0,10000,27,0.0161,0,10000,0
20,student,medium,4276350,0,504633,-504633,469000,52,0.0312,0,469000,0
33,employee,low,9280701,3628661,2034988,1593673,10000,5,0.0256,17382554,0,1
34,professional,medium,22363523,0,5864798,-5864798,10000,60,0.0526,0,10000,0
20,student,low,0,0,0,0,10000,30,0.0167,0,10000,0
38,self_employed,high,2346689,0,430194,-430194,10000,67,0.0636,0,10000,0
20,student,low,2364330,0,421214,-421214,468000,40,0.0101,0,468000,0
23,student,low,0,0,0,0,1354000,29,0.0263,0,1354000,0
23,student,low,1281173,2821290,2133175,688115,142000,42,0.0134,30915033,0,1
24,student,high,0,0,0,0,664000,34,0.084,0,664000,0
34,freelancer,low,7902127,2851262,1412998,1438264,1155000,23,0.0175,41787661,0,1
20,student,medium,1734923,1053815,621305,432510,1253000,64,0.0307,32077182,0,1
19,student,medium,10868788,1729961,1657311,72650,269000,47,0.0332,16017002,0,1
33,employee,low,30167068,4372597,2648222,1724375,10000,2,0.0221,33730211,0,1
25,student,medium,3163332,0,1614330,-1614330,10000,7,0.04,0,10000,0
